143;Predator;Beastmaster;You and your Wolf each gain +4 Health.<br /><br />Whenever you stand up or are revived by another hero, you recover 2 additional <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.<br /><br />Your Wolf's attacks gain:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span><br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: You recover 1 Fatigue
144;Valor of Heroes;Champion;Each time you defeat a monster with an attack using a Melee weapon, gain 1 valor.<br /><br />Before rolling his attack dice, a hero may spend 1 valor to add 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> to his attack results (limit once per attack).
145;A Living Legend;Champion;Exhaust this card when you would suffer any amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (from any source). you may spend up to 3 valor to reduce the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> suffered by 1 for each valor spent.
146;Glory of Battle;Champion;Each time you defeat a monster, each other hero within 3 spaces of you gains 1 valor.<br /><br />Before rolling his defense dive, a hero may spend 1 valor to add 1 Shield to his defense results (limit once per defense roll).
147;Inspiring Presence;Champion;You may spend 1 valor to allow a hero within 3 spaces of you to reroll a failed Willpower test (once per Willpower test).<br /><br />Each time a hero within 3 spaces of you (including yourself) performs an attack, his attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Gain 1 valor
148;Motivating Charge;Champion;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Exhaust this card to move up to your Speed and perfrom an attack with a Melee weapon.<br /><br />If this attack defeats a monster, each hero within 3 spaces of you (including yourself) may either gain 1 valor or recover 1 Fatigue.
149;No Mercy;Champion;After the overlord completes a monster group's activation, a hero within 3 spaces of you (including yourself) may spend 2 valor to exhaust this card and immediately perform an attack.
150;Stoic Resolve;Champion;Each time you or a hero within 3 spaces of you spends any number of valor, you or 1 hero adjacent to you may recover 1 Fatigue.
151;For the Cause;Champion;Add 1 brown die to your defense pool (even if this card is exhausted).<br /><br />Exhaust this card when a monster declares an attack targeting you or a hero adjacent to you and spend any number of valor. For each valor spent, add 1 gray die to the target hero's defense pool.
152;Valorous Strike;Champion;Each time you gain valor, you may instead place a damage token on this card.<br /><br />After one of your attacks with a Melee weapon deals at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> (after rolling defense dice), you may exhaust this card to deal +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for each damage token on this card.<br /><br :>Then, discard all damage tokens from this card.
153;Oath of Honor;Knight;<span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: Choose another hero within 3 spaces of you who has a monster adjacent to him. Place your figure in the closest empty space adjacent to the monster and perfrom an attack with a Melee weapon against that monster.
154;Advance;Knight;After defeating a monster with an attack using a Melee weapon, exhaust this card to move up to your Speed and perform an additional attack.
155;Challenge;Knight;Exhaust this card to choose a monster in your line of sight and place your hero token on it. While this card is exhausted, each attack performed by you or the monster, when targeting each other gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
156;Defend;Knight;When a hero adjacent to you is targetted by an attack, use this card to instead declare yourself as the target of the attack. Range and line of sight are still measured to the targetted hero's space.
157;Defense Training;Knight;As long as you have a Shield equipped, add 1 additional brown die to your defense pool (even if this card is exhausted).<br /><br />When you would exhaust your equipped Shield (such as to use the Shield's ability), you may exhaust this card instead.
158;Guard;Knight;When a monster moves into an empty space adjacent to you, exhaust this card to interrupt that monster's activation and perform an attack with a Melee weapon. After this attack is resolved, iif the monster was not defeated, it may continue it's activation.
159;Shield Slam;Knight;While you have a Shield equipped (even if exhausted), each of your attacks with a Melee weapon gain:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Choose a monster adjacent to you. That monster is Stunned
160;Inspiration;Knight;At the start of your turn, if you are adjacent to at least one other hero, you and each other hero adjacent to you recover 1 Fatigue.
161;Stalwart;Knight;You gain +2 Health.<br /><br />When you are defeated, you may immediately move up to your Speed and perform an attack with a Melee weapon.<br />After the attack is resolved, you are knocked out.
162;Bloodlust;Warlord;Play htis card when a hero is knocked out. Draw 2 Overlord cards. This is in addition to your normal 1 Overlord card drawn for defeating a hero.
163;Blood Rage;Warlord;Play this card at the end of your turn and choose a monster. That monster immediately performs 2 attack actions and is then defeated.
164;Outbreak;Infector;Play this card at the start of an infected hero's turn. Each hero within 3 spaces of that hero must test Might. Each hero that fails gains 1 infection token and then suffers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the number of infection tokens in his play area.
165;Virulent Infection;Infector;Play this card at the start of your turn. During this turn, each time a hero gains an infection token, he gains 1 additional infection token.
166;Adaptive Contagion;Infector;Play this card during your turn and keep it in your play area. During this quest, when a hero would be Poisoned or Diseased, you may instead place 1 infection token in his play area.<br /><br />Additionally, when an infected hero performs an attribute test, you may discard 1 infection token from that hero before rolling dice to add 1 Shield to his results.
167;Airborne;Infector;Play this card during your turn and keep it in your play area. During this quest, each time a monster missed or deal no <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> on an attack, the targetted hero gains 1 infection token.<br /><br />Additionally, when an infected hero performs an attack, you may discard 1 infection token from that hero after rolling dice to add 1 Shield to the defense results.
168;Contaminated;Infector;Play this card during your turn and keep it in your play area. During this quest, each of your monsters gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Infect your target<br /><br />Additionally, each time a monster performs an attack targeting an infected hero, you may discard 1 infection token from that hero after rolling dice to gain +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> on the attack.
169;Dark Host;Infector;Play this card at the start of your turn and discard 3 infection tokens from 1 infected hero. During this turn, you may perform 1 move action and 1 attack action with this hero, treating him as a monster in his own group.
170;Tainted Blow;Infector;Play this card when a monster attacks a hero, before rolling dice.<br /><br />This attack gains 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> and +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.<br /><br />Discard 2 infection tokens from the target hero to return this card to your hand.
171;Diabolic Power;Magus;Play this card during your turn. Search your deck and discard pile for the card of your choice and place it in your hand, then shuffle your deck.<br /><br />If the chosen card is an Event, every hero tests Willpower. If it is a Trap, every hero tests Awareness. If it is Magic, every hero tests Knowledge. Each hero who fails suffers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
172;Rise Again;Magus;Play this card when a minion or master monster is defeated to place a fatigue token on the map in that monster's space. At the start of your next turn, place that monster on the map within 5 spaces of where it was defeated. At the end of your next turn, remove that monster (and the token) from the map.
173;Unholy Ritual;Magus;Play this card at the start of your turn. Choose one of your monster groups and draw Overlord cards equal to the number of figures from that group on the map. Choose and keep 2 cards and discard the rest. Each monster in that group performs 1 less action during this turn.
174;Word of Despair;Magus;"Play this card at the end of your turn. Each hero tests Willpower. Each hero who fails suffers 1 Fatigue each time he performs an action during his next turn. This fatigue is suffered after the hero completely resolves the action. (He may perform actions even if his Fatigue equals his Stamina; excess Fatigue is converted to <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> as usual.)"
175;Word of Pain;Magus;Play this card at the end of your turn. Each hero tests Might. Each hero who fails suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
176;Toxic Reprisal;Overlord Reward;Play this card when a monster is defeated. A hero of your choice within 3 spaces of that monster is Diseased and Weakened.
177;Secrets of Flesh;Overlord Reward;Play this card at the start of your turn and roll 1 red power diie. Each of your monsters recovers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled.
178;Offertory Affliction;Overlord Reward;Play this card when activating a monster with a condition token during your turn. Choose a hero adjacent to that monster. Discard the condition token from the monster, and the chosen hero gains the corresponding Condition card.
179;Trading Pains;Punisher;Play this card on a hero when he would recover any amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>. In response to this card, the hero may choose to reduce the amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> he recovers.<br /><br />Another hero of your choice within 3 spaces of that hero suffers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to half (rounded up) the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> recovered.
180;Blood Bargaining;Punisher;Play this card at the start of a hero's turn. Take 1 hero token from each hero and choose an equal number of monsters in play. Assign 1 token to each chosen monster. until the end of this round, each time a monster suffers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>, the hero whose token is assigned to that monster suffers an equal amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
181;Exploit Weakness;Punisher;Play this card after a hero ends his turn with an amount of Fatigue on his Hero sheet equal to his Stamina.<br /><br />Immediately move a monster up to it's speed toward that hero. Then perform an attack with that monster against that hero, if able. 
182;No Rest for the Wicked;Punisher;Play this card when a hero suffers 1 Fatigue to gain an additional movement point. Choose 1 monster to move 1 space immediately after the hero spends that movement point.<br /><br />Until the start of your turn, you may trigger this ability each time a hero suffers 1 Fatigue to gain an additional movement point.
183;Price of Prevention;Punisher;Play this card on a hero at the start of your turn. The hero may suffer <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> eaqual to an attribute of his choice to test that attribute. if he passes, discard this card.<br /><br />If he fails or chooses not to test an attribute, you may search your discard pile for 1 Event of Trap card and add it to your hand.
184;Splig's Revenge;Quest Reward;Return this card to the game box at the start of your turn. Replace a figure with goblin in its name with Splig. Splig cannot wield a relic.<br /><br />At the end of this quest, if Splig was not defeated, regain this card from the game box.
185;Twin Souls;Quest Reward;Play this card when activating Lord Merick Farrow. Immediately remove Lord Merick Farrow from the map and replace him with Sir Alric Farrow.<br :><br :>Sir Alric Farrow cannot wield a relic.
186;The Wyrm Queen's Favor;Rumor Reward;Play this card at the start of your turn. Each hero tests Awareness. If all heroes pass, shuffle this card back into your deck. If a hero fails, choose 1 hero that failed his test and place 1 master hybrid sentinel within 3 spaces of that hero, respecting group limits. You may place this card even when hybrid sentinels are not 1 of your monster groups.
187;Explosive Runes;Saboteur;Play this card after a hero opens a door or searches.<br />That hero, and each hero within 2 spaces of him tests Awareness. Each hero who fails suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for each Shield rolled in excess of his Awareness.
188;Uthuk Demon Trap;Saboteur;Play this card after a hero opens a door or searches. he tests Awareness or Might (his choice). If he passes, he suffers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the attribute tested. If he fails, he is defeated.
189;Web Trap;Saboteur;Play this card when a hero enters an empty space. That hero and each hero adjacent to him tests Might. Each hero who fails is Immobilized.
190;Wicked Laughter;Saboteur;Play this card when a hero passes an attribute test. The hero must take the test again, this time treating his attribute as if it were 1 lower. If the hero passes this new attribute test, draw 1 Overlord card.
191;Curse of the Monkey God;Saboteur;Play this card after a hero searches. that hero tests Knowledge. If he passes, draw 1 Overlord card. if he fails, he becomes a monkey until the end of his next turn. Take 1 of his hero tokens as a reminder.<br /><br />Monkeys cannot roll defense dice (except to test an attribute), have a Speed of 5, and cannot attack for any reason.
192;Dark Remedy;Universal;Play this card on a monster group during your turn and choose 1 condition. Each monster in that group may discard 1 token corresponding to the chosen condition.
193;Dark Resilience;Universal;Play this card on a monster during your turn. Roll 2 red dice. The monster recovers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled.
194;Plan Ahead;Universal;Play this card on your turn. Look at the top 5 cards of the Overlord deck and place them on top of the deck in the order of your choice.
195;Schemes;Universal;Play this card on your turn. Choose Event, Magic, or Trap. Reveal cards from the top of your deck until you find a card with the chosen trait or until you run out of cards in your deck. Add the card with the chosen trait (if possible) to your hand and discard all other cards revealed.
197;Dark Fortitude;Warlord;Play this card after rolling defense dice. Add 2 Shields to the results.
198;Expert Blow;Warlord;Play this card when a monster attacks a hero, before rolling dice.<br /><br />This attack gains +2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and:<br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: Return this card to your hand.
199;Reinforce;Warlord;Play htis card at the end of your turn and choose a master monster on the map. Place minion monsters of that monster's group in empty spaces adjacent to that monster up to the group limit. These monsters may not be placed within 3 spaces of any hero, but may otherwise be placed in any empty space.
201;Dual Training;Hybrid Loyalty;Exhaust this card when you target a monster with the 'Frenzy' Overlord card. During this turn, each monster in the target monster's group gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> on each attack.<br /><br />Exhaust this card when you  target a monster with the 'Dash' Overlord card. Each monster in the target monster's group may immediately move 1 space.
202;Fight With Honor;Hybrid Loyalty;Exhaust this card and discard a Trap Overlord card before triggering the ability of another Plot card. Reduce the Plot card's trigger cost by 1 (to a minimum of 0).
203;Cut a Deal;Hybrid Loyalty;"Exhaust this card at the end of a quest to add the following Rewards to that quest:<br /><br />If the heroes win, the overlord gains 1 threat token and the heroes receive 25 gold.<br /><br />If the overlord wins, he gains 2 threat tokens and the heroes receive 25 gold.
"
204;Show of Force;Hybrid Loyalty;Exhaust this card when you knock out a hero, before drawing an overlord card or gaining a threat token for knocking out that hero. While this card is exhausted, each time you gain a threat token, you may draw an Overlord card.<br /><br />This card does not refresh as normal. Refresh this card at the end of each quest. 
205;Make Our Own Luck;Hybrid Loyalty;Exhaust this card after resolving a 'Dark Fortune' Overlord card to change the rerolled die to a result of your choice.
206;End It!;Hybrid Loyalty;"Exhaust this card when you play a 'Critical Blow' Overlord card to add 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> to the attack results.
"
207;Bribery;Hybrid Loyalty;Exhaust this card after resolving the effects of a 'Dark Charm' Overlord card to return that card to your hand. Immediately play it, targeting a different hero.<br /><br />This card does not refresh as normal. Refresh this card at the end of each encounter.
208;Resourceful;Hybrid Loyalty;Exhaust this card at the start of your turn instead of drawing an Overlord card. Choose a basic Overlord card in your discard pile and place it at the top of your Overlord deck.
209;Hazard Pay;Hybrid Loyalty;"Exhaust this card when placing reinforcements. You may spend threat tokens to place 1 additional monster from one of your monster groups that you can reinforce, respecting group limits. Spend threat tokens as follows:<br /><br />SMALL monsters cost 1 threat token;<br />MEDIUM monsters cost 2 threat tokens;<br />HUGE monsters cost 3 threat tokens; and<br />MASSIVE monsters cost 4 threat tokens."
210;Summon Belthir;Hybrid Loyalty;Exhaust this card after setup of an encounter to choose an open monster group. Replace 1 master and 1 minion monster in the chosen group with the Belthir agent.<br /><br />If the Belthir agent is defeated, return this card to your Plot deck.<br /><br />You cannot use this card in any quest that uses the Belthir lieutenant.
211;Bloodline;Endless Thirst;Exhaust this card during your turn to choose two monsters. One monster suffers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and the other monster recovers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>. If both monsters have the Dark monster trait, the monster suffering <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> suffers 1 fewer <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
212;Bad Dreams;Endless Thirst;Exhaust this card at the end of the Travel step of the Campaign phase. Each hero tests Willpower. Each hero who fails suffers 2 Fatigue.
213;Night's Embrace;Endless Thirst;Use this card after setup of an encounter to choose one of your monster groups. During this encounter, that monster group gains the Dark monster trait.<br /><br />Place a threat token from the supply on that group's Monster card as a reminder.
214;Fangs in the Dark;Endless Thirst;Exhaust this card when a monster deals at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> from an attack. That monster recovers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.<br /><br />If that monster has the Dark monster trait, it recovers an additional 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
215;The Power of Blood;Endless Thirst;Exhaust this card when a SMALL monster declares a move action. move that monster 1 space.<br /><br />While this card is exhausted, if that monster has the Dark monster trait, it gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> on each attack.
216;Nighttime Hunt;Endless Thirst;Exhaust this card when a monster with the Dark monster trait performs an attack, before dice are rolled, to add 1 additional yellow power die to its attack pool.<br /><br />Exhaust this card when a monster with the Dark trait is attacked, before dice are rolled, to add 1 additional black die to its defense pool.
217;Scent of Blood;Endless Thirst;Exhaust this card when a monster attacks a hero that has 6 or more damage tokens on his Hero sheet, before dice are rolled. This attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +3 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span><br /><br />If the monster has the Dark monster trait, you may reroll the attack die once during this attack.
218;The Taste of Suffering;Endless Thirst;Exhaust this card when a monster knocks out a hero. Mark that monster by placing 1 threat token from the supply on its base. If it has the Dark monster trait, you may immediately move it up to its Speed.<br /><br />Each marked monster applies +1 to its Health per hero.
219;The Lady's Care;Endless Thirst;Exhaust this card during your turn to choose a monster and roll 1 red power die. The chosen monster recovers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled.<br /><br />If the chosen monster has the Dark monster trait, each other monster in its group recovers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
220;Summon Eliza;Endless Thirst;Exhaust this card after setup of an encounter to choose an open monster group. Replace 1 master monster in that group with the Lady Eliza Farrow agent.<br /><br />If the Lady Eliza Farrow agent is defeated, return the card to your plot deck.<br /><br />You cannot use this card in any quest that uses the Lady Eliza Farrow lieutenant.
221;Armor of Darkness;The Fallen Elite;Exhaust this card when a monster is attacked, after dice are rolled, to add 2 Shields to the results.
222;Trial of Knighthood;The Fallen Elite;Exhaust this card when a master monster performs an attack, before dice are rolled. If this attack defeats a hero that has at least 4 Might, gain 2 threat tokens.<br /><br />This card does not refresh as normal. Refresh this card at the end of each encounter.
223;Veteran Council;The Fallen Elite;Exhaust this card after setup of an encounter. At the end of this encounter, gain 1 threat token for each master monster remaining on the map (to a maximum of 3 threat tokens).<br /><br />This card does not refresh as normal. Refresh this card at the end of each quest.
224;Fight in Formation;The Fallen Elite;Exhaust this card when a monster is attacked, before dice are rolled. Add 1 Shield to the results for each monster in the monster's group that is adjacent to it (to a maximum of 3 Shields).<br /><br />If the defending monster does not suffer at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> from this attack, gain 1 threat token.
225;Unkillable;The Fallen Elite;Exhaust this card when a master monster is defeated. Replace the master monster with a minion monster from the same monster group, respecting group limits.<br /><br />This card does not refresh as normal. Refresh this card at the end of each encounter.
226;Knight Training;The Fallen Elite;After setup of an encounter, choose a monster group of SMALL monsters and place this card next to the chosen group's Monster card.<br /><br />Exhaust this card when a monster of the chosen group is attacked, after dice are rolled, to reroll 1 defense die. While this card is exhausted, each time a monster of that group is attacked, after dice are rolled, you may reroll 1 defense die.
227;Dark Champions;The Fallen Elite;Exhaust this card after the setup of an encounter. While this card is exhausted, each master monsters gains +2 Health and adds 1 additional brown die to its defense pool. Each of its attacks gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span><br /><br />This card does not refresh as normal. Refresh this card at the end of each encounter.
228;Vengeful Resolve;The Fallen Elite;After setup of each encounter, choose a monster group of SMALL monsters and place this card next to the chosen group's Monster card.<br /><br />Exhaust this card at the end of your turn. While this card is exhausted, each time a hero performs an attack that deals at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> to a monster of that group, that hero suffers 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
229;Refuse to Die;The Fallen Elite;Exhaust this card at the start of your turn to choose a monster. Place a threat token on that monster's base as a reminder. While this card is exhausted, that monster applies +2 to its Health. The monster also recovers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> at the start of each overlord turn.<br /><br />This card does not refresh as normal. It refreshes when the chosen monster is defeated or at the end of the encounter.
230;Summon Alric;The Fallen Elite;Exhaust this card after setup of an encounter to choose an open monster group. Replace 1 master and 1 minion monster in the chosen group with the Sir Alric Farrow agent.<br /><br />If the Sir Alric Farrow agent is defeated, return this card to your Plot deck.<br /><br />You cannot use this card in any quest that uses the Sir Alric Farrow lieutenant.
231;Dark Pact;Cursed By Power;After setup of the first encounter of each quest, the hero players choose a hero and place that hero's hero token on this card.<br /><br />When the chosen hero suffers any amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>, he may exhaust this card to reduce the amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> suffered by up to 2. If he does, you gain 1 threat token.<br /><br />At the end of each quest, discard the hero token from this card.
232;Greater Power;Cursed By Power;Exhaust this card when a monster performs an attack, after dice are rolled, to discard the top card from your Overlord deck. This attack gains +2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>. If the discarded card was a Magic Overlord card, this attack gains +3 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> instead.
233;The Dark Mark;Cursed By Power;After setup of the first encounter of each quest, the hero players choose a hero and place that hero's hero token on this card.<br /><br />Exhaust this card when a hero suffers at least 1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>. That hero suffers no <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> and the hero whose hero token is on this card suffers 2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> instead.<br /><br />At the end of each quest, discard the hero token from this card.
234;The Grasping Grave;Cursed By Power;Exhaust this card when a hero performs a stand-up action or is revived by another hero. That hero rolls 1 red power die instead of 2.
235;Masques;Cursed By Power;Exhaust this card when a hero performs an attack, before dice are rolled. If you do, the attack is a miss.<br /><br />The card does not refresh as normal. Refresh the card at the end of each quest.
236;Mystic Might;Cursed By Power;Use this card after you play a Magic Overlord card. Place 1 fatigue token on this card.<br /><br />You may discard 1 fatigue token from this card, after dice are rolled, to either gain +2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for an attack or add 2 Shields to a defense result.<br /><br />At the end of each quest, discard all fatigue tokens on this card.
237;Thaumaturgy;Cursed By Power;Exhaust this card at the end of your turn and discard a Magic Overlord card from your hand to search your discard pile for a Magic Overlord card of your choice. Reveal that card an place it in your hand.
238;Bolt From the Blue;Cursed By Power;Use this card during your turn to choose a hero. Perform an attack targeting the chosen hero using the following dice:<br /><br />Ranged, Blue, Yellow<br /><br />If the total range of this attack is less than 4, it is a miss. This attack gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +2 Range<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span>: +2 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>
239;Cabal;Cursed By Power;Exhaust this card after setup of an encounter to choose a monster group an place this card near that group's Monster card. Each master monster in that group gains:<br /><br /><span class='glyphicon glyphicon-flash' aria-hidden='true'></span> Overseer: This monster deals +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> for each other monster in its group within 3 spaces of the target, (to a maximum of +4 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>).
240;Summon Merick;Cursed By Power;Exhaust this card after setup of an encounter to choose an open monster group. Replace 1 master monster in that group with the Lord Merick Farrow agent.<br /><br />If the Lord Merick Farrow agent is defeated, return this card to your Plot deck.<br /><br />You cannot use this card in any quest that uses the Lord Merick Farrow lieutenant.
241;Sole Purpose;Seeds of Betrayal;Use this card when removing Overlord cards from your deck before a quest to remove additional Overlord cards, creating an Overlord deck with a minimum of 13 Overlord cards instead of 15.
242;Scrying and Plotting;Seeds of Betrayal;Exhaust this card during quest setup. Instead of drawing your starting hand as normal, search your Overlord deck and choose a number of Overlord cards equal to the number of heroes. These cards are your starting hand.<br /><br />Then, shuffle your Overlord deck.
243;Rush of Power;Seeds of Betrayal;Exhaust this card at the start of your turn. At then end of this turn, draw 2 Overlord cards.
244;Two-Pronged Gambit;Seeds of Betrayal;Exhaust this card during setup of the first encounter. Then, place a threat token form the supply beneath this card with either the threat token or fortune token side faceup. No hero player can know which side is faceup.<br /><br />Reveal the token at the end of the quest. if the threat side is faceup and the overlord won, gain 3 threat. If the fortune side is faceup and the heroes won, gain 3 threat.
245;Nefarius Power;Seeds of Betrayal;Exhaust this card when a hero performs an attribute test, after dice are rolled, to add 1 Shield to his results.
246;Always Prepared;Seeds of Betrayal;Exhaust this card at the start of your turn and discard up to 2 Overlord cards from your hand. Then, draw Overlord cards equal to the number of discarded cards.
247;False Friends;Seeds of Betrayal;Exhaust this card during setup of the first encounter. While this card is exhausted, reveal 2 fewer Shop item cards during the next Shopping phase of the Campaign phase.<br /><br />This card does not refresh as normal. Refresh this card after the next Shopping step.
248;Trouble on the Road;Seeds of Betrayal;Exhaust this card after the Travel step of the Campaign phase. Each hero tests one attribute of your choice.<br /><br />Each hero that tests Might or Knowledge and fails is Stunned.<br />Each hero that tests Awareness and fails is Diseased.<br /><br />Each hero that tests Willpower and fails is Poisoned.
249;Meticulous Planning;Seeds of Betrayal;Exhaust this card after a hero draws (and chooses to keep) a Search card to force that hero to place that Search card on the bottom of the deck and draw a new one.
250;Summon Zachareth;Seeds of Betrayal;"Exhaust this card after setup of each encounter to choose an open monster group; Replace 1 master and 1 minion monster in the chosen group with the Baron Zachareth agent.<br /><br />If the Baron Zachareth agent is defeated, return this card to your Plot deck.<br />You cannot use this card in 'The Shadow Rune' campaign."
251;Spirited Retreat;Goblin Uprising;Exhaust this card when a SMALL monster with the Wilderness monster trait declares a move action. Move that monster 1 space.<br /><br />If that monster ends its move action within 3 spaces of a hero, it may move 1 additional space.
252;Feral Instincts;Goblin Uprising;Use this card after setup of an encounter to choose one of your monster groups. During this encounter, that group gains the Wilderness monster trait.<br /><br />Place a threat token from the supply on that group's Monster card as a reminder.
253;Overfed;Goblin Uprising;Exhaust this card after setup of an encounter. While this card is exhausted, each monster with the Wilderness monster trait applies +2 to its Health and -1 to its Speed.<br /><br />This card does not refresh as normal. Refresh this card at the end of each encounter.
254;Meat Shield;Goblin Uprising;Exhaust this card when a monster suffers any amount of <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>. Choose a monster adjacent to that monster to suffer all of the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> instead.
255;Emergency Rations;Goblin Uprising;Exhaust this card during your turn to choose a monster and roll 1 red power die. The chosen monster recovers <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> equal to the <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> rolled.<br /><br />If that monster has the Wilderness monster trait, it recovers 1 additional <span class='glyphicon glyphicon-heart' aria-hidden='true'></span>.
256;Dive into Cover;Goblin Uprising;Exhaust this card after a hero resolves an attack affecting a monster. If that monster was not defeated, it may immediately move 3 spaces.<br /><br />If that monster has the Wilderness monster trait, it adds 1 additional black die to its defense pool until the start of your next turn.<br /><br />Place a threat token from the supply on that monster's base as a reminder.
257;Goblin Ambush;Goblin Uprising;Exhaust this card when a hero enters an empty space. Perform an attack targeting that hero as if from a master goblin archer. If the total range of this attack is less than 4, it is a miss.<br /><br />This card does not refresh as normal. Refresh this card at the end of each encounter.
258;Raided Armory;Goblin Uprising;"Exhaust this card at the start of your turn and choose a monster group. Place this card near that group's Monster card. While this card is exhausted, each monster in that group adds 1 <span class='glyphicon glyphicon-flash' aria-hidden='true'></span> to each of his attack results and 1 Shield to each of his defense results.<br /><br />If that group has the Wilderness monster trait, each monster in that groups gains +1 <span class='glyphicon glyphicon-heart' aria-hidden='true'></span> on each attack.
"
259;Scavenge;Goblin Uprising;Exhaust this card at the start of your turn. While this card is exhausted, each of your monsters gains:<br /><br /><span class='glyphicon glyphicon-share-alt' aria-hidden='true'></span>: If this monster is in a space containing or adjacent to a knocked-out hero, place 1 threat token from the supply on this card.<br /><br />No more than 6 threat can be on this card at any time. At the end of the quest, gain all threat tokens on this card.
